Frage,Antwort,Kategorie
Wie war der Schlusskurs des Tages?,201.56333923339844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,204.663330078125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,198.57000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,84017700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,206.3766632080078,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,208.72332763671875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,200.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,85917900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,210.28334045410156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,210.3766632080078,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,205.40333557128906,Tiefstkurs
Wie hoch war das Handelsvolumen?,79111800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,208.4066619873047,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,211.8633270263672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,207.4600067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,68211000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.96665954589844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,211.26666259765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,206.85000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,54254700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.7066650390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,207.7866668701172,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,199.7133331298828,Tiefstkurs
Wie hoch war das Handelsvolumen?,69908400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,190.94667053222656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,201.51666259765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,190.4066619873047,Tiefstkurs
Wie hoch war das Handelsvolumen?,90335700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,199.68333435058594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,200.20333862304688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,192.39999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,72110700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.7100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.3333282470703,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,194.2933349609375,Tiefstkurs
Wie hoch war das Handelsvolumen?,67631100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.19667053222656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,207.69667053222656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,198.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,78160200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,199.5933380126953,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.92999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,199.2100067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,49753800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,203.3733367919922,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,205.52999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,200.1666717529297,Tiefstkurs
Wie hoch war das Handelsvolumen?,71758800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,203.29666137695312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,204.18666076660156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,200.5066680908203,Tiefstkurs
Wie hoch war das Handelsvolumen?,48615900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,205.89666748046875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,208.49667358398438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,203.05999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,61272000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,199.7866668701172,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,205.59666442871094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,199.41000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,53292300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.6233367919922,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,202.8333282470703,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.8333282470703,Tiefstkurs
Wie hoch war das Handelsvolumen?,66432300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,205.53334045410156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,207.1566619873047,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,200.44667053222656,Tiefstkurs
Wie hoch war das Handelsvolumen?,68104200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.77000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.4499969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,203.93333435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,73682700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,206.94332885742188,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,210.4633331298828,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,202.9600067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,74438100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.90333557128906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.52333068847656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,205.1666717529297,Tiefstkurs
Wie hoch war das Handelsvolumen?,57476700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,218.85667419433594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.06666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,210.01333618164062,Tiefstkurs
Wie hoch war das Handelsvolumen?,93297600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.60667419433594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,232.5399932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.5366668701172,Tiefstkurs
Wie hoch war das Handelsvolumen?,137947200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,223.9566650390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.27000427246094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.89999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,97490100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,229.57333374023438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.56666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.44000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,64884600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.9199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,229.1699981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,225.29666137695312,Tiefstkurs
Wie hoch war das Handelsvolumen?,52143900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.56666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,230.93666076660156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.04666137695312,Tiefstkurs
Wie hoch war das Handelsvolumen?,56774700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,225.97332763671875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,229.3300018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,224.26666259765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,55903500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.3000030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,233.3333282470703,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,224.4199981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,81163500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,219.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,228.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,217.13333129882812,Tiefstkurs
Wie hoch war das Handelsvolumen?,69853500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.88333129882812,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.89999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,212.77333068847656,Tiefstkurs
Wie hoch war das Handelsvolumen?,56376000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,217.60333251953125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,218.14332580566406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,206.82000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,68319900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,218.98333740234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,219.6366729736328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.89666748046875,Tiefstkurs
Wie hoch war das Handelsvolumen?,54421500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,228.56666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,229.0800018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,220.72000122070312,Tiefstkurs
Wie hoch war das Handelsvolumen?,77781000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,222.84666442871094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.0933380126953,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.10000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,62898300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,217.7933349609375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,226.20333862304688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,217.6133270263672,Tiefstkurs
Wie hoch war das Handelsvolumen?,64923600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,216.86666870117188,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.04666137695312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,212.6266632080078,Tiefstkurs
Wie hoch war das Handelsvolumen?,60628800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.74000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,218.89999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.06666564941406,Tiefstkurs
Wie hoch war das Handelsvolumen?,49113000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,215.4066619873047,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,215.73333740234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,207.09666442871094,Tiefstkurs
Wie hoch war das Handelsvolumen?,63891300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,220.1666717529297,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,220.79666137695312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,213.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,46461300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,218.42999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.6199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,216.76333618164062,Tiefstkurs
Wie hoch war das Handelsvolumen?,41859900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,216.4199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,220.72332763671875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.86666870117188,Tiefstkurs
Wie hoch war das Handelsvolumen?,45317100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.4600067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,216.26666259765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,212.43333435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,43814700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,219.2066650390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.73333740234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,215.70333862304688,Tiefstkurs
Wie hoch war das Handelsvolumen?,76009800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,214.92666625976562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,222.1666717529297,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,209.0800018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,98439900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,215.66000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,218.32333374023438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,213.13333129882812,Tiefstkurs
Wie hoch war das Handelsvolumen?,48019800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,225.78334045410156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,227.89666748046875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,216.26666259765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,91183800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,229.06666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,232.50999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,88969200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.55667114257812,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,242.31333923339844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,100847400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.5800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,240.88333129882812,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,233.6699981689453,Tiefstkurs
Wie hoch war das Handelsvolumen?,64860900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.97332763671875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,241.63333129882812,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,236.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,51007800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,238.2100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,240.31666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,237.1366729736328,Tiefstkurs
Wie hoch war das Handelsvolumen?,38758800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,233.03334045410156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.77667236328125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.5433349609375,Tiefstkurs
Wie hoch war das Handelsvolumen?,46869000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,237.9199981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,239.67666625976562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,235.0433349609375,Tiefstkurs
Wie hoch war das Handelsvolumen?,44145900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.663330078125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.8633270263672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,233.9600067138672,Tiefstkurs
Wie hoch war das Handelsvolumen?,40296900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,235.94000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.39332580566406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,234.73666381835938,Tiefstkurs
Wie hoch war das Handelsvolumen?,29401800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,240.75,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,240.93333435058594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,233.13333129882812,Tiefstkurs
Wie hoch war das Handelsvolumen?,52377300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,239.05667114257812,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,243.3000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,238.1133270263672,Tiefstkurs
Wie hoch war das Handelsvolumen?,50194500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,228.72332763671875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,236.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,225.46665954589844,Tiefstkurs
Wie hoch war das Handelsvolumen?,68032200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,221.90333557128906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,224.86000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,216.27999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,71163900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,229.663330078125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,231.92333984375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.11666870117188,Tiefstkurs
Wie hoch war das Handelsvolumen?,61048200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,224.49000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,228.85000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,42940500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,226.75332641601562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,230.7100067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,224.56666564941406,Tiefstkurs
Wie hoch war das Handelsvolumen?,44525700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,235.43333435058594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,237.3766632080078,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,226.9166717529297,Tiefstkurs
Wie hoch war das Handelsvolumen?,60794700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.163330078125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.4066619873047,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,234.2133331298828,Tiefstkurs
Wie hoch war das Handelsvolumen?,39249300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,237.06666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.99000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,234.6666717529297,Tiefstkurs
Wie hoch war das Handelsvolumen?,37936800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,233.72000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.46665954589844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.5399932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,39642900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,237.30667114257812,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.3333282470703,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,234.03334045410156,Tiefstkurs
Wie hoch war das Handelsvolumen?,41501400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,243.6366729736328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,243.6666717529297,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,237.57666015625,Tiefstkurs
Wie hoch war das Handelsvolumen?,55812600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,245.24000549316406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,246.79666137695312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,242.14666748046875,Tiefstkurs
Wie hoch war das Handelsvolumen?,62566200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,244.69667053222656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,247.3300018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,243.7566680908203,Tiefstkurs
Wie hoch war das Handelsvolumen?,39612900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,244.1300048828125,Schlusskurs
